509	1
55	2
227	3
227	4
126	5
111	6
15	7
93	8
45	9
36	10
456	11
9	12
103	13
788	14
813	15
269	16
63	17
239	18
219	19
106	20
74	21
751	22
102	23
72	24
50	25
4	26
39	27
82	28
783	29
94	30
210	31
63	32
146	33
101	34
140	35
7	36
189	37
267	38
53	39
4	40
22	41
22	42
127	43
31	44
12	45
495	46
129	47
37	48
163	49
2	50
155	51
66	52
4	53
15	54
155	55
80	56
50	57
8	58
15	59
371	60
69	61
74	62
84	63
16	64
189	65
32	66
2	67
7	68
103	69
447	70
398	71
119	72
185	73
124	74
426	75
93	76
34	77
35	78
111	79
91	80
50	81
126	82
187	83
7	84
154	85
9	86
189	87
220	88
14	89
106	90
37	91
159	92
127	93
247	94
160	95
7	96
98	97
53	98
97	99
351	100
159	101
118	102
68	103
19	104
181	105
115	106
86	107
141	108
4	109
811	110
435	111
253	112
198	113
441	114
251	115
181	116
108	117
52	118
95	119
689	120
84	121
24	122
1	123
404	124
81	125
186	126
198	127
31	128
95	129
1276	130
831	131
810	132
102	133
153	134
2	135
127	136
212	137
83	138
32	139
22	140
126	141
2	142
2	143
93	144
276	145
23	146
185	147
102	148
37	149
160	150
41	151
52	152
48	153
311	154
656	155
82	156
170	157
18	158
19	159
7	160
373	161
11	162
9	163
16	164
34	165
346	166
84	167
403	168
22	169
155	170
11	171
2	172
165	173
101	174
448	175
232	176
66	177
102	178
189	179
128	180
123	181
102	182
87	183
182	184
67	185
48	186
2	187
4	188
240	189
158	190
54	191
95	192
83	193
247	194
372	195
73	196
23	197
44	198
23	199
363	200
282	201
73	202
12	203
108	204
100	205
35	206
183	207
106	208
1007	209
66	210
32	211
39	212
9	213
2	214
217	215
411	216
7	217
100	218
339	219
600	220
3	221
163	222
22	223
7	224
126	225
126	226
100	227
329	228
50	229
72	230
72	231
143	232
372	233
22	234
997	235
2	236
329	237
84	238
28	239
322	240
888	241
53	242
626	243
23	244
708	245
98	246
174	247
346	248
254	249
197	250
36	251
5	252
144	253
96	254
67	255
346	256
44	257
154	258
150	259
10	260
430	261
186	262
2	263
2	264
35	265
163	266
480	267
1118	268
581	269
149	270
275	271
257	272
421	273
409	274
490	275
483	276
62	277
922	278
446	279
392	280
408	281
451	282
586	283
969	284
836	285
490	286
496	287
434	288
761	289
35	290
516	291
607	292
537	293
297	294
680	295
725	296
972	297
423	298
615	299
562	300
56	301
1067	302
323	303
1203	304
867	305
373	306
680	307
527	308
965	309
391	310
406	311
493	312
532	313
345	314
1248	315
796	316
571	317
742	318
553	319
480	320
951	321
231	322
409	323
863	324
593	325
730	326
25	327
595	328
434	329
798	330
577	331
772	332
290	333
688	334
337	335
727	336
425	337
553	338
719	339
639	340
323	341
393	342
290	343
926	344
387	345
625	346
244	347
290	348
332	349
723	350
700	351
211	352
722	353
408	354
1075	355
381	356
977	357
678	358
1114	359
522	360
392	361
364	362
386	363
244	364
68	365
786	366
407	367
735	368
716	369
507	370
936	371
566	372
961	373
332	374
260	375
609	376
397	377
422	378
702	379
37	380
586	381
23	382
932	383
213	384
474	385
359	386
440	387
787	388
625	389
588	390
445	391
583	392
391	393
421	394
714	395
433	396
285	397
801	398
38	399
208	400
363	401
591	402
573	403
1113	404
573	405
190	406
990	407
517	408
297	409
446	410
570	411
829	412
328	413
519	414
924	415
1068	416
526	417
1122	418
596	419
516	420
370	421
473	422
865	423
562	424
317	425
662	426
967	427
51	428
41	429
170	430
375	431
235	432
982	433
422	434
981	435
342	436
258	437
641	438
1169	439
589	440
1026	441
820	442
524	443
785	444
613	445
933	446
62	447
593	448
503	449
320	450
250	451
944	452
243	453
337	454
608	455
1058	456
47	457
1132	458
337	459
511	460
691	461
281	462
537	463
571	464
422	465
194	466
480	467
259	468
260	469
678	470
390	471
712	472
438	473
181	474
517	475
257	476
320	477
915	478
190	479
607	480
345	481
625	482
516	483
47	484
56	485
259	486
223	487
223	488
847	489
827	490
1121	491
452	492
289	493
92	494
56	495
259	496
483	497
1054	498
409	499
62	500
911	501
615	502
68	503
408	504
668	505
260	506
512	507
556	508
384	509
741	510
722	511
299	512
860	513
410	514
199	515
507	516
867	517
982	518
556	519
740	520
409	521
564	522
408	523
630	524
590	525
983	526
595	527
236	528
1129	529
835	530
448	531
667	532
662	533
228	534
609	535
699	536
723	537
460	538
325	539
870	540
519	541
800	542
713	543
979	544
92	545
453	546
408	547
616	548
586	549
532	550
570	551
600	552
438	553
285	554
225	555
84	556
271	557
219	558
568	559
480	560
187	561
134	562
622	563
389	564
452	565
335	566
199	567
314	568
509	569
1086	570
595	571
244	572
314	573
290	574
612	575
400	576
859	577
521	578
521	579
387	580
390	581
513	582
737	583
1274	584
301	585
1170	586
191	587
323	588
422	589
62	590
557	591
374	592
537	593
392	594
136	595
761	596
499	597
397	598
623	599
224	600
847	601
485	602
223	603
107	604
683	605
692	606
361	607
286	608
537	609
607	610
518	611
868	612
699	613
113	614
719	615
516	616
274	617
868	618
870	619
439	620
502	621
274	622
493	623
313	624
131	625
785	626
439	627
578	628
281	629
190	630
440	631
199	632
516	633
531	634
501	635
835	636
773	637
422	638
125	639
906	640
483	641
1086	642
686	643
365	644
928	645
686	646
723	647
617	648
665	649
233	650
205	651
949	652
275	653
226	654
221	655
630	656
1093	657
366	658
231	659
567	660
1082	661
1115	662
706	663
492	664
136	665
924	666
841	667
445	668
795	669
62	670
667	671
295	672
563	673
495	674
68	675
293	676
946	677
189	678
794	679
808	680
846	681
581	682
804	683
739	684
524	685
485	686
637	687
409	688
762	689
296	690
479	691
914	692
573	693
573	694
203	695
513	696
730	697
387	698
332	699
281	700
405	701
856	702
399	703
493	704
922	705
569	706
827	707
386	708
199	709
56	710
438	711
501	712
715	713
803	714
684	715
715	716
317	717
913	718
769	719
769	720
855	721
289	722
986	723
532	724
537	725
612	726
992	727
771	728
784	729
199	730
425	731
63	732
794	733
460	734
427	735
931	736
294	737
689	738
863	739
801	740
801	741
190	742
47	743
832	744
295	745
589	746
845	747
446	748
259	749
56	750
577	751
56	752
298	753
591	754
320	755
62	756
507	757
92	758
295	759
59	760
182	761
86	762
194	763
821	764
285	765
782	766
577	767
41	768
438	769
764	770
517	771
376	772
262	773
517	774
945	775
637	776
898	777
493	778
312	779
190	780
409	781
973	782
517	783
429	784
714	785
714	786
284	787
808	788
934	789
107	790
337	791
25	792
716	793
719	794
242	795
818	796
393	797
295	798
232	799
976	800
1084	801
714	802
555	803
715	804
227	805
175	806
508	807
250	808
289	809
300	810
737	811
405	812
405	813
508	814
191	815
452	816
50	817
190	818
452	819
25	820
503	821
314	822
511	823
314	824
25	825
293	826
898	827
938	828
512	829
285	830
1268	831
513	832
848	833
829	834
686	835
740	836
296	837
296	838
536	839
211	840
62	841
564	842
720	843
274	844
332	845
796	846
460	847
391	848
681	849
840	850
381	851
488	852
158	853
41	854
23	855
376	856
110	857
147	858
72	859
120	860
373	861
236	862
227	863
725	864
168	865
641	866
284	867
518	868
820	869
1022	870
892	871
990	872
62	873
937	874
617	875
106	876
365	877
322	878
891	879
899	880
573	881
929	882
602	883
711	884
855	885
68	886
1059	887
335	888
536	889
60	890
286	891
503	892
402	893
297	894
234	895
281	896
562	897
297	898
1060	899
508	900
686	901
972	902
432	903
1113	904
319	905
104	906
107	907
320	908
190	909
364	910
1270	911
721	912
521	913
366	914
798	915
524	916
384	917
44	918
851	919
591	920
386	921
345	922
791	923
1139	924
242	925
373	926
365	927
225	928
837	929
620	930
296	931
714	932
619	933
683	934
23	935
110	936
423	937
521	938
427	939
373	940
47	941
460	942
485	943
92	944
834	945
25	946
236	947
869	948
393	949
425	950
597	951
626	952
426	953
50	954
145	955
166	956
220	957
245	958
234	959
218	960
133	961
117	962
199	963
176	964
295	965
182	966
348	967
115	968
9	969
4	970
93	971
91	972
149	973
282	974
574	975
121	976
149	977
500	978
202	979
10	980
54	981
243	982
115	983
7	984
34	985
36	986
10	987
206	988
155	989
201	990
14	991
5	992
67	993
4	994
4	995
93	996
38	997
2	998
404	999
629	1000
603	1001
12	1002
15	1003
126	1004
10	1005
5	1006
15	1007
778	1008
52	1009
58	1010
218	1011
181	1012
515	1013
62	1014
225	1015
9	1016
692	1017
788	1018
309	1019
203	1020
423	1021
94	1022
499	1023
418	1024
7	1025
86	1026
115	1027
74	1028
74	1029
98	1030
10	1031
7	1032
15	1033
177	1034
69	1035
84	1036
127	1037
162	1038
96	1039
239	1040
9	1041
15	1042
99	1043
134	1044
4	1045
206	1046
625	1047
53	1048
16	1049
348	1050
9	1051
110	1052
116	1053
32	1054
99	1055
71	1056
526	1057
32	1058
204	1059
134	1060
330	1061
253	1062
60	1063
1061	1064
788	1065
669	1066
669	1067
147	1068
84	1069
2	1070
342	1071
2	1072
397	1073
397	1074
525	1075
525	1076
525	1077
525	1078
14	1079
451	1080
63	1081
14	1082
96	1083
84	1084
484	1085
277	1086
1259	1087
1116	1088
214	1089
718	1090
844	1091
149	1092
109	1093
34	1094
91	1095
180	1096
33	1097
11	1098
1153	1099
202	1100
57	1101
11	1102
27	1103
94	1104
177	1105
27	1106
232	1107
33	1108
41	1109
194	1110
237	1111
15	1112
209	1113
128	1114
11	1115
25	1116
25	1117
431	1118
118	1119
273	1120
184	1121
752	1122
3	1123
3	1124
90	1125
100	1126
41	1127
435	1128
204	1129
149	1130
116	1131
43	1132
59	1133
91	1134
1064	1135
375	1136
631	1137
77	1138
12	1139
1254	1140
12	1141
93	1142
1217	1143
449	1144
447	1145
8	1146
1161	1147
5	1148
909	1149
109	1150
187	1151
596	1152
969	1153
4	1154
402	1155
781	1156
473	1157
1262	1158
231	1159
767	1160
111	1161
152	1162
19	1163
127	1164
118	1165
36	1166
584	1167
319	1168
512	1169
432	1170
728	1171
343	1172
1188	1173
1187	1174
428	1175
316	1176
65	1177
85	1178
411	1179
6	1180
575	1181
119	1182
347	1183
36	1184
246	1185
2	1186
85	1187
14	1188
153	1189
102	1190
732	1191
2	1192
676	1193
461	1194
57	1195
9	1196
16	1197
55	1198
55	1199
36	1200
13	1201
165	1202
475	1203
118	1204
238	1205
974	1206
192	1207
587	1208
193	1209
167	1210
19	1211
19	1212
4	1213
69	1214
139	1215
1213	1216
2	1217
28	1218
16	1219
113	1220
157	1221
1083	1222
1048	1223
670	1224
182	1225
10	1226
16	1227
1142	1228
57	1229
736	1230
263	1231
1007	1232
139	1233
95	1234
50	1235
268	1236
319	1237
694	1238
594	1239
55	1240
58	1241
545	1242
360	1243
581	1244
454	1245
326	1246
82	1247
7	1248
1009	1249
301	1250
430	1251
1097	1252
229	1253
1214	1254
32	1255
616	1256
33	1257
192	1258
118	1259
118	1260
32	1261
69	1262
4	1263
156	1264
382	1265
326	1266
415	1267
51	1268
11	1269
42	1270
41	1271
48	1272
130	1273
46	1274
173	1275
359	1276
169	1277
283	1278
665	1279
681	1280
728	1281
132	1282
147	1283
419	1284
1136	1285
28	1286
29	1287
143	1288
10	1289
627	1290
13	1291
36	1292
91	1293
177	1294
343	1295
66	1296
15	1297
36	1298
9	1299
278	1300
879	1301
208	1302
258	1303
185	1304
90	1305
497	1306
462	1307
505	1308
380	1309
697	1310
292	1311
144	1312
6	1313
4	1314
13	1315
238	1316
292	1317
427	1318
52	1319
13	1320
828	1321
246	1322
637	1323
62	1324
97	1325
15	1326
112	1327
512	1328
203	1329
112	1330
916	1331
215	1332
209	1333
24	1334
57	1335
3	1336
107	1337
107	1338
964	1339
1204	1340
1081	1341
236	1342
46	1343
909	1344
54	1345
844	1346
850	1347
522	1348
10	1349
486	1350
685	1351
1250	1352
78	1353
2	1354
40	1355
293	1356
610	1357
24	1358
893	1359
790	1360
19	1361
149	1362
131	1363
48	1364
330	1365
166	1366
11	1367
101	1368
443	1369
368	1370
393	1371
29	1372
335	1373
111	1374
770	1375
72	1376
261	1377
601	1378
216	1379
79	1380
45	1381
503	1382
116	1383
11	1384
100	1385
141	1386
304	1387
340	1388
695	1389
454	1390
139	1391
632	1392
442	1393
429	1394
135	1395
218	1396
187	1397
850	1398
76	1399
441	1400
578	1401
221	1402
398	1403
296	1404
261	1405
261	1406
479	1407
122	1408
135	1409
464	1410
80	1411
649	1412
429	1413
326	1414
89	1415
690	1416
45	1417
856	1418
362	1419
697	1420
142	1421
11	1422
806	1423
375	1424
202	1425
224	1426
58	1427
28	1428
402	1429
583	1430
116	1431
71	1432
71	1433
185	1434
31	1435
134	1436
37	1437
169	1438
685	1439
43	1440
454	1441
242	1442
538	1443
369	1444
36	1445
319	1446
81	1447
478	1448
78	1449
36	1450
42	1451
177	1452
629	1453
1059	1454
850	1455
613	1456
1029	1457
17	1458
939	1459
520	1460
284	1461
434	1462
390	1463
27	1464
504	1465
103	1466
138	1467
1115	1468
10	1469
293	1470
5	1471
456	1472
323	1473
66	1474
703	1475
993	1476
12	1477
942	1478
40	1479
53	1480
816	1481
154	1482
122	1483
613	1484
104	1485
812	1486
338	1487
643	1488
224	1489
1097	1490
557	1491
1080	1492
453	1493
1263	1494
985	1495
124	1496
324	1497
893	1498
338	1499
260	1500
557	1501
767	1502
104	1503
497	1504
369	1505
300	1506
635	1507
60	1508
1095	1509
55	1510
231	1511
12	1512
369	1513
576	1514
284	1515
593	1516
685	1517
712	1518
857	1519
610	1520
55	1521
406	1522
767	1523
477	1524
410	1525
1062	1526
3	1527
582	1528
91	1529
122	1530
949	1531
231	1532
16	1533
242	1534
1094	1535
203	1536
964	1537
433	1538
102	1539
5	1540
16	1541
681	1542
856	1543
104	1544
394	1545
31	1546
791	1547
684	1548
813	1549
554	1550
231	1551
969	1552
141	1553
697	1554
192	1555
284	1556
383	1557
112	1558
309	1559
26	1560
64	1561
121	1562
601	1563
36	1564
583	1565
441	1566
869	1567
733	1568
10	1569
55	1570
60	1571
88	1572
696	1573
246	1574
776	1575
10	1576
112	1577
112	1578
3	1579
37	1580
2	1581
96	1582
19	1583
735	1584
24	1585
189	1586
189	1587
484	1588
16	1589
280	1590
55	1591
24	1592
10	1593
48	1594
710	1595
177	1596
107	1597
300	1598
792	1599
1171	1600
432	1601
610	1602
486	1603
395	1604
1215	1605
1226	1606
1065	1607
118	1608
95	1609
186	1610
100	1611
111	1612
63	1613
20	1614
117	1615
489	1616
315	1617
535	1618
39	1619
131	1620
120	1621
121	1622
731	1623
31	1624
412	1625
271	1626
46	1627
78	1628
27	1629
120	1630
277	1631
200	1632
48	1633
132	1634
46	1635
373	1636
36	1637
170	1638
214	1639
3	1640
4	1641
343	1642
776	1643
84	1644
84	1645
177	1646
157	1647
31	1648
8	1649
486	1650
1052	1651
319	1652
343	1653
613	1654
486	1655
854	1656
112	1657
112	1658
15	1659
440	1660
55	1661
69	1662
24	1663
293	1664
9	1665
874	1666
95	1667
9	1668
9	1669
16	1670
6	1671
507	1672
354	1673
1	1674
538	1675
255	1676
736	1677
208	1678
10	1679
136	1680
964	1681
1	1682
306	1683
286	1684
143	1685
55	1686
596	1687
823	1688
65	1689
196	1690
2	1691
164	1692
287	1693
600	1694
287	1695
767	1696
533	1697
159	1698
2	1699
53	1700
672	1701
551	1702
119	1703
818	1704
104	1705
86	1706
12	1707
597	1708
212	1709
443	1710
369	1711
336	1712
203	1713
582	1714
10	1715
235	1716
252	1717
345	1718
22	1719
530	1720
199	1721
807	1722
604	1723
180	1724
66	1725
446	1726
1216	1727
744	1728
12	1729
754	1730
138	1731
779	1732
3	1733
3	1734
367	1735
232	1736
486	1737
2	1738
659	1739
14	1740
917	1741
146	1742
110	1743
253	1744
178	1745
143	1746
255	1747
262	1748
1088	1749
144	1750
112	1751
114	1752
307	1753
579	1754
413	1755
16	1756
11	1757
5	1758
39	1759
173	1760
173	1761
173	1762
173	1763
173	1764
173	1765
248	1766
1002	1767
1149	1768
58	1769
17	1770
306	1771
53	1772
401	1773
401	1774
324	1775
571	1776
783	1777
105	1778
284	1779
1133	1780
1103	1781
501	1782
997	1783
671	1784
356	1785
2	1786
418	1787
44	1788
44	1789
92	1790
631	1791
212	1792
542	1793
883	1794
8	1795
8	1796
31	1797
340	1798
19	1799
156	1800
192	1801
121	1802
124	1803
259	1804
160	1805
276	1806
341	1807
89	1808
270	1809
6	1810
20	1811
234	1812
40	1813
2	1814
599	1815
5	1816
28	1817
28	1818
512	1819
46	1820
28	1821
449	1822
173	1823
987	1824
46	1825
1085	1826
2	1827
