1003	116	12	11.32
323	161	10	10.07
2394	107	6	9.15
307	942	3	10.57
4096	150	3	14.64
295	132	23	28.93
120	118	371	52.49
2171	111	8	20.52
176	530	14	48.07
126	512	11	7.31
323	111	46	19.74
307	874	9	52.24
2036	191	3	11.34
214	16	168	1144.11
144	3477	3	11.75
373	2923	3	21.37
12	116	1429	9.44
1211	116	11	17.05
718	136	9	17.87
3526	9	3	20.85
1054	104	17	9.41
380	120	27	21.35
712	348	17	133.4
237	264	8	11.05
12	229	170	179.39
117	2641	5	10.42
153	696	7	14.91
117	4602	3	9.2
1571	234	4	22.4
901	252	17	119.24
311	617	5	19.19
113	5435	3	8.12
227	187	11	10.47
221	569	23	131.12
1499	103	9	6.91
104	786	23	12.87
240	750	4	11.16
227	117	51	7.15
156	122	76	11.31
511	183	8	17.97
113	3396	5	13.53
1323	376	4	22.45
241	393	5	8.34
274	252	9	17.17
117	708	14	9.28
410	1	5	8.69
4497	1330	3	40.62
154	1623	3	7.28
1267	493	3	18.4
1637	103	10	13.77
241	511	6	16.25
559	3711	3	29.03
716	103	28	37.87
164	203	21	21.81
2751	3714	4	65.59
121	2383	4	8.09
2009	108	7	9.03
698	188	4	6.81
1883	105	9	8.34
316	169	12	17.02
1602	121	10	27.55
1767	106	9	14.58
2766	510	3	23.93
5338	112	3	7.89
8	2617	5	29.83
120	3871	3	7.12
372	320	10	38.56
1322	2131	3	31.07
3028	410	5	51.24
1	11	5	10.05
387	178	8	11.91
733	486	3	12.49
1146	110	10	8.11
3246	105	5	7.54
684	103	24	16.73
4651	110	3	8.07
105	1127	14	7.13
108	174	119	18.88
1	376	5	7.44
622	395	3	9.38
134	365	35	95.3
130	2985	3	8.47
935	271	3	10.36
200	419	5	7.31
1204	1241	5	46.28
2376	1241	3	29.68
214	1409	4	16
101	2600	7	7.65
422	2549	3	21.44
581	1476	3	19.24
120	1458	7	10.38
115	253	42	10.01
101	2540	7	7.65
505	125	13	9.48
119	2766	5	13.86
197	978	22	174.59
220	175	15	13.37
2327	774	5	51.36
505	179	7	12.75
175	492	8	15.9
1115	739	3	19.03
149	118	131	83.68
478	212	5	8.96
1285	111	9	6.79
219	1037	3	8.16
303	391	4	7.92
3117	226	4	28.21
14	322	92	12.7
243	1200	3	9.9
14	157	342	19.4
