120	2075	22	195.41
108	8337	4	32.76
104	358	35	52.07
106	1365	4	6
108	8285	3	20.1
843	286	5	40.71
139	2583	3	19.98
103	2038	5	8.69
284	312	7	43.47
128	3958	6	51.83
3988	2238	4	68.82
108	3248	14	114.67
403	105	10	3.95
103	1934	4	5.14
515	133	4	11.01
127	173	28	75.4
108	5421	6	43.43
4981	101	4	13.79
6900	9	3	31.72
105	2265	3	4.96
1836	101	6	9.76
6936	104	4	21.23
3157	106	5	19.88
230	137	4	4.41
101	3877	7	28.84
102	375	39	65.15
240	272	9	51.44
136	358	5	13.01
1781	325	3	28.13
122	2622	4	20.03
101	3741	6	20.69
148	758	4	18.84
104	1179	5	4.09
122	2450	13	100.61
916	106	36	182.01
3141	106	6	26.5
498	108	8	9.06
1048	115	3	4.52
1615	108	4	9.59
936	151	4	21.26
101	5794	7	42.88
2113	14	7	17.3
1134	175	5	35.43
7050	118	3	20.86
105	943	8	12.04
255	141	4	6.52
1691	12	7	14.83
2880	12	4	9.28
123	415	4	4.63
118	1435	3	7.42
107	2194	5	15.13
103	3279	3	5.59
199	125	11	12.21
2150	114	7	34.01
709	1190	4	44.48
3214	102	3	5.53
1795	123	5	24.15
109	1210	7	19.47
6799	103	3	12.67
1573	12	5	7
380	132	4	8.13
116	945	3	4.35
406	460	4	29.32
101	1429	15	44.03
129	2011	4	22.86
2893	299	3	31.1
142	125	19	13.61
193	107	44	42.58
3811	116	4	21.97
5213	12	5	22.6
12	3031	3	5.67
142	181	28	110.67
102	539	19	23.9
880	120	19	100.26
5609	107	3	13.67
101	3892	3	6.25
8974	12	4	26.37
136	404	3	6.11
9695	109	3	24.6
114	7351	3	19.84
2024	107	11	50.86
155	2736	3	23.19
423	109	27	80.3
699	12	16	27.13
111	2397	3	8.9
2814	12	6	18.3
634	467	5	44.88
105	2176	3	4.73
140	7783	4	48.82
762	280	3	20.51
162	450	3	10.41
104	3970	3	7.34
10086	104	3	19.61
4187	122	3	17.06
3382	104	6	21.83
220	858	4	27.02
902	180	3	16.39
110	572	7	9.54
452	101	20	17.54
986	115	26	148.89
168	4704	5	53.93
102	4690	3	8.2
1058	14	11	19.47
7	1877	3	20.05
1553	108	3	5.32
108	2052	15	91.41
118	1424	5	17.26
955	385	10	109.04
103	3230	3	5.59
111	600	8	14.09
112	5568	6	45.66
117	187	28	34.3
6494	14	3	11.16
1246	106	6	11.97
3395	14	6	21.09
4751	104	5	22.34
6270	105	5	30.31
845	101	24	59.96
117	115	414	690.19
110	1232	5	11.92
2365	121	4	18.17
269	149	3	4.89
1120	104	40	212.32
102	6126	3	11.08
201	104	41	12.79
1408	101	5	4.19
104	4733	4	14.18
1524	108	4	8.92
102	4004	3	7.52
8907	101	4	24.5
12	7512	3	13.19
109	372	12	13.72
102	3953	3	6.93
101	323	53	86.03
108	846	7	13.59
123	1158	3	8.43
3030	112	5	24
2384	115	5	21.58
127	3778	3	20.6
1139	14	7	8.38
103	2545	4	7.33
105	1730	9	28.75
5010	300	4	51
102	1301	7	10.06
101	2951	6	16.54
131	360	3	4.12
274	226	7	34.89
101	5046	6	27.95
7619	1	3	37.46
104	6517	3	11.53
108	8332	3	20.1
151	704	3	12.29
109	2838	4	14.68
165	107	149	370.86
1746	116	10	52.84
101	3070	3	4.51
825	109	4	4.18
104	508	21	29.98
1618	118	20	141.59
2038	113	3	8.44
1898	103	13	47.1
10471	102	3	19.15
124	223	27	76.73
103	815	11	13.52
105	3451	3	7.93
1656	12	6	10.97
281	141	10	35.74
1727	118	12	70.18
176	113	24	15.45
6333	123	3	22.02
1237	103	5	4.12
104	6466	3	11.53
115	998	3	4.18
115	1074	11	44.24
4801	103	3	9.06
9478	2865	3	64.36
415	12	20	20
2938	103	16	102.57
1015	120	9	36.65
2521	12	4	7.94
4501	107	3	11.86
1520	111	7	25.53
9435	16	3	41.27
114	324	13	18.75
103	1072	6	4.76
3008	9983	3	64.79
143	2127	3	19.08
114	207	34	58.04
820	12	8	7.17
6354	101	5	25.32
4923	14	3	9.06
6882	106	3	15.99
793	133	7	34.21
2042	106	8	29.78
3083	14	5	13.78
2912	106	6	24.55
1894	14	5	7.99
1370	108	6	16.76
108	10950	3	24.57
101	399	85	280.96
104	3019	3	5.53
109	287	10	3.94
101	459	117	571.16
7	7123	3	32.09
117	1130	5	13.88
4554	14	4	13.69
108	7042	3	17.91
155	7713	3	34.49
2178	14	6	13.46
197	2293	6	57.69
313	14	30	25.21
121	3750	10	85.08
1241	14	10	19.74
103	2204	6	13.47
118	457	27	110.23
128	220	11	21.18
108	1033	56	458.89
10489	14	3	19.23
106	2878	3	7.79
109	7579	4	27.83
386	213	4	18.81
122	926	19	106.93
1080	106	7	13.56
104	5812	3	10.36
380	480	5	38.15
1925	14	6	12.02
3504	101	3	5.29
262	3947	5	60.02
105	703	17	38.58
121	2929	4	20.55
118	1347	6	21.97
144	1778	4	26.42
111	932	4	5.82
455	133	4	10.18
108	1797	28	220.71
1128	106	11	32.09
1276	14	6	6.99
2338	114	4	15.33
109	3760	6	32.76
104	1603	8	17.69
115	1836	6	24.54
102	114	483	69.98
2753	116	6	32.52
106	567	20	48.67
3526	111	13	111
448	12	18	18.54
2051	103	21	116.79
102	226	39	17.52
168	242	3	5.52
125	8183	3	27.2
106	463	9	6.75
4080	223	3	31.37
102	283	25	10.13
251	175	47	356.23
127	573	14	72.13
4987	118	8	73.46
1774	12	5	8.11
1830	118	3	8.99
2243	127	18	179.83
4003	16	4	41.58
108	5693	4	23.3
144	3627	3	23.73
121	231	13	14.81
725	107	5	3.94
118	1856	4	14.25
417	175	5	23.06
650	102	37	112.3
721	114	4	5.14
108	1152	5	10.32
123	824	13	64.08
873	12	8	7.66
998	134	3	11.19
8253	127	3	28.93
12	941	12	21.25
1034	109	10	30.99
2606	107	5	17.72
4514	118	7	54.78
116	132	44	15.91
3310	111	5	24.69
106	4416	6	33.93
289	118	9	7.81
746	113	5	8.12
2210	12	4	6.86
104	3385	4	10.8
122	417	33	157.05
45	715	47	604.89
102	4585	5	19.89
105	2947	3	6.7
2362	1443	4	58.31
112	1462	4	10.02
103	1253	5	4.12
107	298	34	64.11
433	643	3	23.37
143	339	3	6.04
112	1410	10	42.61
108	4165	5	27.25
107	105	503	26.19
1752	121	11	66.34
1824	104	12	41.46
107	169	39	18.78
123	2500	6	37.07
383	14	35	55.98
915	108	5	7.58
178	286	4	12.4
8585	106	4	30.17
122	2860	3	13.92
101	5704	5	22.44
102	616	63	266.25
101	3635	4	9.99
198	1881	3	23.13
101	5552	3	9.2
120	582	4	5.43
110	2446	4	14.16
102	6956	4	20.61
788	14	7	3.86
12	2267	4	6.86
150	737	3	12.69
1022	171	3	16.78
2039	204	8	81.24
112	138	61	44.52
4737	101	7	33.53
123	3315	5	32.37
353	14	50	100.09
329	257	5	26.64
107	1443	23	128.34
111	3937	3	12.95
106	1790	3	4.55
122	4066	3	17.06
1198	101	33	148.63
2203	108	17	113.04
157	101	74	15.03
638	106	8	8.99
151	530	29	234.12
2672	2672	9	169.73
1870	14	6	11.59
110	3217	3	11.05
102	2071	8	21.86
104	659	21	42.27
118	1018	8	28.22
128	622	6	21.92
268	299	7	40.62
118	1086	6	18.84
1957	12	5	9.09
5637	123	4	30.88
313	810	3	21.99
103	2718	6	16.54
5002	107	5	27.98
3149	12	3	6.06
101	1092	10	14.36
104	4614	3	8.62
223	340	3	11.92
101	7177	5	30.63
101	1016	20	52.19
119	237	29	66.63
7216	113	5	43.72
1357	8813	3	53.99
102	3286	3	5.53
2778	120	5	27.13
851	127	21	148.28
2850	103	4	8.64
101	912	19	41.66
119	111	131	16.42
102	5355	3	9.93
104	2442	3	4.03
103	2907	6	18.12
914	273	5	40.78
195	116	214	1134.2
2218	109	4	12.54
1715	107	3	4.72
7306	103	4	20.72
118	761	4	6.51
3574	103	4	11.03
357	103	38	57.4
2996	12	3	5.67
878	111	4	5.35
7670	109	3	20.13
122	1368	4	13.64
129	340	17	70.47
12	2072	5	9.83
106	3270	3	8.59
3874	612	3	39.61
101	6920	3	11.84
370	102	16	5.75
3438	1924	7	126.11
104	2307	6	14.69
642	113	29	135.69
116	1215	3	6.04
805	120	3	4.57
115	3052	4	18.27
9384	235	3	44.28
105	6138	6	42.8
466	2497	3	34.11
143	1205	5	30.34
5309	14	3	10
103	110	2339	5004.62
112	595	16	48.68
2480	14	6	15.18
108	5107	7	51.34
4440	4800	3	57.76
123	3466	4	24.47
10938	14	3	19.23
114	1015	4	7.68
114	1091	3	4.77
404	2154	3	31.59
151	198	24	105.86
2461	104	3	4.03
12	3285	3	6.06
183	178	4	6.32
3838	14	3	7
101	4533	9	55.13
847	124	3	6.77
2846	14	3	4.86
604	14	18	25.79
183	122	13	7.14
209	480	4	20.68
1228	108	4	7.14
171	1103	9	73.09
109	4189	3	12.62
10652	106	3	22.62
104	7178	5	32.69
8292	105	3	16.96
104	1017	7	7.18
101	2557	5	10.07
1357	1329	5	67.62
107	416	72	329.51
7864	117	4	36.34
121	874	60	518.47
107	500	22	53.98
105	2690	16	101.69
179	843	19	175.21
421	124	5	8.55
1017	108	4	5.57
593	115	14	42.62
559	1657	3	32.15
148	234	4	6.76
103	11435	3	19.23
1770	1167	3	38.2
4462	101	3	7.49
168	930	4	23.13
106	771	9	15.1
3809	14	3	7
706	115	6	11.27
113	1956	6	24.88
1688	14	4	4.03
3198	101	3	4.88
624	107	9	12.33
2742	102	3	4.48
245	134	6	9.59
139	145	9	8.04
1260	123	25	194.38
103	3744	4	11.03
111	170	61	107.72
495	113	85	565.39
387	103	123	553.95
139	192	11	25.1
16	57	14	61.93
911	111	4	5.72
103	3668	5	16.33
140	6059	4	41.19
2632	102	12	54.2
6152	127	5	50.31
1791	2375	4	60.38
101	1939	23	122.58
398	102	25	27.34
3683	103	7	28.98
116	6717	3	20.49
102	4253	3	7.52
109	1707	7	25.08
101	2111	5	7.88
164	328	3	7.94
108	2882	14	102.68
12	9323	3	19.77
105	5808	3	12.07
3052	105	4	11.76
2530	112	14	98.13
2829	14	4	8.16
1640	14	5	6.54
111	6111	3	17.38
3708	5711	3	56.75
191	108	36	36.03
136	2119	3	17.63
9807	106	3	22.62
115	363	18	40.79
157	224	13	52.09
101	4232	5	17.24
12	3567	3	6.96
104	707	22	50
104	783	20	46.99
198	732	14	120.67
2147	105	3	4.73
3483	14	5	15.38
106	1801	5	12.16
102	1884	7	15.46
944	134	4	16.65
2105	116	6	27.75
2552	102	4	7.24
984	116	31	198.45
908	123	20	120.99
139	1161	3	14.25
121	3311	3	14.39
118	963	5	12.31
4416	102	3	8.2
111	1196	8	26.87
11096	442	3	50.31
103	2669	4	7.73
118	887	3	4.28
760	120	5	11.41
6339	114	5	38.82
980	235	4	29.72
112	4979	3	15.24
105	1427	21	100.1
112	2960	5	23.24
105	1479	4	5.25
4405	103	6	27.25
3345	116	13	117.78
115	4695	9	79.66
1075	12	9	14.35
2060	12	7	18.45
3101	146	3	22.64
101	957	43	188.84
102	3309	4	9.62
8218	102	4	25.53
959	111	4	6.12
109	599	8	11.91
12	1635	4	4.37
636	311	3	20.1
101	1093	9	11.33
117	1070	3	5.17
973	275	4	31.71
108	1281	40	311.71
105	326	16	9
103	3950	3	7
123	638	25	141.67
108	7342	5	40.95
155	808	14	110.49
2	168	10	32.49
112	3723	4	19.2
105	209	27	7.46
489	150	3	9.71
1410	102	7	10.98
1814	8	6	48.11
721	113	27	132.11
127	2321	9	71.71
833	141	3	12.15
1294	111	5	13.3
139	511	5	18.85
6742	109	4	27.83
310	111	15	19.75
1063	829	3	31.7
116	253	12	10.58
106	4296	3	10.73
106	2243	10	45.66
102	2598	6	16.39
5359	103	3	10
2661	102	5	11.74
514	20	13	215.75
13	3330	4	48.97
2949	12	5	13.91
108	6210	6	49.14
1892	105	3	3.94
143	213	4	4.66
112	1535	3	6.26
114	1985	3	8.71
804	3771	3	41.72
1256	101	8	10.73
123	2423	10	73.41
1669	14	4	4.03
103	1200	13	31.29
159	108	38	21.76
112	1415	19	110.56
169	441	8	44.27
107	291	28	41.53
117	2138	3	9.87
107	218	174	708.84
105	2948	4	11.22
151	1223	4	24.12
101	3512	4	9.31
12	4380	4	14.38
5337	106	3	13.25
458	106	82	420
136	843	3	11.03
9200	6859	3	73.07
101	5581	5	22.44
3516	14	3	6.01
4122	101	4	11.62
1603	115	3	7.17
534	14	15	13.52
122	4699	9	87.5
1165	383	5	49.88
102	611	56	215.17
109	5222	3	14.18
101	3664	4	9.99
104	2067	4	6.08
402	220	4	19.64
102	663	10	7.04
169	191	5	9.47
5167	106	5	27.26
137	117	31	7.68
1651	106	10	36.69
118	3403	3	13.7
1790	14	4	4.44
729	115	4	5.17
2824	106	3	7.43
57	692	3	16.06
321	133	8	22.72
544	2	23	205.13
104	1810	5	7.89
106	850	15	42.52
1947	314	17	233.97
102	1001	10	14.54
106	639	32	119.9
116	2871	4	18.5
8	11214	3	38.56
105	460	9	4.39
9554	103	3	19.23
6542	350	5	74.86
111	225	181	941.79
1355	1333	3	37.19
556	1617	5	58.68
495	114	12	27.93
111	177	35	36.03
2946	134	4	28.16
328	12	18	7.46
118	1982	4	15.17
1332	118	4	11.46
2193	12	8	24.14
115	3873	3	13.85
152	362	5	17.11
1199	152	3	16.25
174	109	50	62.56
3755	107	3	9.95
956	12	9	11.96
5094	114	5	33.69
102	2343	6	14.43
103	3027	3	5.21
4812	109	3	14.18
108	146	69	70.93
155	7889	3	34.49
2162	12	5	10.23
970	271	3	21.73
209	2650	3	26.43
1802	107	5	12.81
805	107	7	10.22
3129	4053	5	95.78
642	114	8	17.35
106	5434	4	20.74
573	103	13	10.95
517	120	54	337.44
3035	12	5	14.62
101	635	22	36.85
360	458	9	77.35
865	229	3	19.17
122	1393	14	86.48
6503	241	3	36.18
107	1309	8	22.45
128	4266	4	31.21
103	189	93	101.36
3608	104	8	37.34
1060	105	12	30.79
189	1753	4	31.49
7177	14	3	12.66
101	8444	3	13.97
3707	205	3	28.88
114	958	4	7.11
1682	106	14	63.7
3735	14	4	11.02
335	108	23	44.76
116	4047	10	90.59
102	1690	8	17.6
131	1001	5	23.43
2986	5932	6	131.1
253	224	10	53.99
104	1040	7	7.37
719	4586	3	42.39
101	4606	4	12.61
106	2056	7	24.61
102	1841	6	11.05
115	119	109	11.77
676	112	6	9.3
183	105	40	15.06
102	1765	4	4.36
475	124	4	6.33
116	4091	3	15.11
632	217	3	16.23
463	14	20	22.2
1552	250	3	24.6
101	278	105	258.29
109	6565	4	25.23
101	6286	5	25.32
943	121	14	67.81
3437	105	5	18.8
110	1149	5	11.32
135	106	57	3.9
102	6095	4	18.06
112	4284	4	20.96
394	276	3	15.3
112	2247	8	40.05
121	6049	4	30.74
103	2594	6	15.84
780	133	3	9.54
210	126	7	5.17
112	2299	7	32.83
186	149	18	63.64
108	767	7	12.46
2089	106	15	81.8
107	3431	3	9.45
860	14	7	4.45
102	1120	16	42.31
274	113	18	26.24
198	474	5	26.85
113	103	484	59.28
622	111	5	5.45
10802	111	3	25.61
13	13	5	34.79
109	2789	6	27.49
102	7385	3	12.59
106	1463	5	10.14
108	8379	4	32.76
104	376	44	89.07
102	1332	8	13.72
1233	102	8	12.05
4562	102	3	8.2
456	118	18	58.64
1457	12	5	6.28
3626	118	4	21.61
1062	120	14	71.96
121	1326	3	8.06
8439	103	3	14.81
108	4617	6	37.78
8429	102	4	25.53
5066	7	5	54.12
104	1145	21	73.62
105	8569	4	28.53
2448	123	11	83.7
2504	109	4	13.74
101	5836	7	42.88
1291	175	4	27.77
275	200	4	13.65
116	4425	4	23.98
142	103	187	198.02
2655	118	3	11.63
2711	12	5	12.67
9885	12	3	19.77
1866	13	9	112.14
3793	1421	5	83.15
111	2582	3	9.49
127	336	6	12.74
230	107	16	3.98
3017	103	10	45.42
1492	12	9	21.38
5598	114	3	17.06
613	795	3	27.31
345	133	3	4.13
4474	14	3	8.27
101	1551	18	64.78
4590	106	6	33.93
172	124	17	19.31
266	14	38	29.24
104	3969	3	7.34
122	685	3	4.16
136	2898	6	50.1
110	439	8	8.85
122	6737	4	33.9
9168	14	3	19.23
12	233	26	6.04
8271	104	3	15.19
2768	110	4	15.53
117	112	147	22.75
2122	106	11	50.46
1590	101	20	79.51
103	3289	4	9.72
1394	122	4	13.84
393	108	12	15.24
118	1553	8	36.89
889	14	11	15.03
2991	106	13	86.36
111	679	5	6.21
108	8265	3	20.1
464	774	4	35.92
109	7636	3	17.94
6315	105	3	13.25
299	124	5	4.35
3432	158	13	169.69
110	142	53	35.53
116	764	5	9.51
1359	106	11	37.26
1187	14	9	14.92
102	5143	4	14.78
184	695	8	55.59
106	2829	6	23.69
118	1214	6	20.55
2958	115	3	11.42
7192	105	3	14.78
3013	14	4	9.15
3942	14	4	11.8
118	1146	3	6.02
4081	106	6	31.98
153	375	18	109.97
118	1350	4	11.46
105	655	29	93.09
118	1298	11	53.94
9750	105	3	21.4
117	409	11	21.51
104	1402	7	11.87
12	2858	5	13.91
1549	116	8	35.94
102	161	68	19.49
1405	152	3	17.41
104	1554	11	30.9
906	102	18	41.05
106	596	15	30.43
1959	102	9	25.34
3965	107	4	16.63
101	4173	10	61.25
1735	12	5	7.81
1209	113	4	8.86
1819	111	8	35.37
12	2646	4	8.35
2338	113	10	58.66
106	520	7	4
139	2188	4	27.48
1166	221	4	30.41
103	1710	10	26.86
107	684	10	17.16
108	5696	4	23.3
6438	12	3	11.68
4755	127	3	22.88
4899	8	8	102.87
5324	12	6	33.88
111	2275	4	13.8
473	12	16	14.99
4059	103	5	18.6
1594	12	9	22.46
3451	12	3	6.48
104	6279	4	18.67
3009	107	3	8.57
1988	102	9	26.13
723	118	30	167.18
1352	103	5	4.81
106	1208	5	7.99
113	415	6	4.72
487	271	3	16.78
113	348	10	11.49
115	995	3	4.18
102	1435	12	32.08
1634	116	6	24.03
862	587	16	205.05
820	123	12	56.76
466	2757	5	63.95
502	12	15	13.91
1563	12	12	37.42
112	822	23	107.4
1339	172	6	46.87
214	221	25	162.5
1485	442	5	54.92
117	3923	3	14.54
218	301	9	50.31
145	335	5	14.86
101	448	70	229.28
101	6541	4	17.05
101	380	85	262.17
109	243	13	5
101	584	18	20.77
132	1144	13	93.67
102	3667	3	6.41
913	112	4	5.8
7559	14	3	12.66
2744	101	3	3.87
10314	112	3	25.69
105	2040	3	4.31
112	4538	3	14.4
6946	3533	3	59.03
894	106	23	88.55
2980	14	3	5.21
3514	122	3	15.27
108	980	5	8.38
1000	284	8	76.63
114	232	37	84.99
103	1098	12	24.05
7320	101	5	30.63
103	886	10	11.88
390	117	20	58.53
2923	14	6	18.11
1535	108	4	9.14
546	108	15	35.5
2568	101	4	6.38
122	3599	7	51.83
1330	457	3	29.22
1675	389	3	29.42
8875	105	4	28.53
108	8723	4	32.76
4021	104	9	52.42
1376	105	10	28.59
101	2724	5	10.6
106	7320	4	25.21
106	1139	8	18.94
1059	104	9	13.68
2261	14	4	6.27
4083	6894	4	85.64
106	1191	6	11.49
2185	106	14	75.22
171	14	90	69.96
108	855	12	35.75
3190	114	3	12.24
9433	9304	3	79.8
103	2310	5	9.88
285	102	46	56.95
750	123	11	47.66
231	114	11	4.92
3414	118	6	37.29
108	7016	4	27.79
123	1447	12	74.91
8996	12	3	15.35
258	255	11	66.87
123	7508	3	23.59
8331	120	3	24.03
145	10579	3	37.44
103	4227	5	18.6
4171	102	3	7.52
3055	102	3	5.15
106	4062	3	10.73
116	1947	3	9.08
3203	120	3	14.15
2191	141	3	19.06
104	3029	3	5.53
223	671	6	42.68
179	2800	3	24.89
11124	8869	3	75.3
9638	116	3	27.18
1164	107	6	11.99
175	107	153	438.2
316	102	66	143.12
112	3376	3	11.92
1768	109	17	100.48
539	12	15	15.63
2577	111	6	27.9
153	539	29	236.89
105	817	8	10.15
111	950	5	9.39
103	5578	4	16.33
115	3451	3	12.75
122	7041	3	22.46
5146	12	3	9.57
106	2736	3	7.43
6196	118	4	29.13
1897	102	8	19.85
327	103	70	170.77
12	502	13	9.47
1810	105	4	6.69
107	776	11	23.73
3465	837	3	40.82
251	149	3	4.37
189	195	3	4.36
103	1808	5	7.38
7503	121	3	22.06
4755	190	4	43.93
11293	121	3	28.76
127	423	6	16.79
7143	101	4	19.59
1353	180	3	19.51
12	2771	3	4.99
122	4412	4	26.6
1297	106	29	169.73
168	142	6	5.8
101	4126	4	11.62
4363	21	3	26.5
3266	106	9	49.86
106	473	10	9.22
104	1557	9	21.49
330	1209	3	25.42
102	321	63	135.7
104	1385	7	11.54
106	429	12	12.38
270	312	6	34.28
102	6413	3	11.08
104	1453	16	55.63
284	140	3	4.28
5867	14	6	32.8
127	126	95	229.5
140	7933	4	48.82
312	104	143	585.43
